Numero_processo;Superintendencia;Status_processo;Fase_processo;Situacao_processo;Data_instauracao;Ano_instauracao;Data_cumprimento_intimacao;Ano_cumprimento_intimacao;Data_prazo_regimental;Ano_prazo_regimental;Data_DOU;Ano_DOU;Data_encerramento;Ano_encerramento;Tipologia;Grupo_economico;Servico_telecom;Sistema_cadastro;Unidade_responsavel;Pagamento_multa;Situacao_multa;Renuncia;Recurso_juridico;CADIN;Divida_ativa;Valor_multa;Saldo_devedor
535570004672013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;03/05/2013;2013;03/05/2013;2013;30/10/2013;2013;29/07/2014;2014;29/07/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR08;1;1;1;0;0;0;5676,84;0,00
535870003652013;SCO;Ativo;Recursal;Recursal;02/05/2013;2013;02/05/2013;2013;29/10/2013;2013;;;;;PADO: Universalização;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COUN;0;3;0;0;0;0;50626,80;50626,80
535040094912013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;02/05/2013;2013;02/05/2013;2013;29/10/2013;2013;03/05/2016;2016;03/05/2016;2016;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;0;1;5345,49;5345,49
535780009832013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;02/05/2013;2013;02/05/2013;2013;29/10/2013;2013;23/10/2014;2014;23/10/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR11;1;1;1;0;0;0;2257,56;0,00
535780009812013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;02/05/2013;2013;02/05/2013;2013;29/10/2013;2013;12/08/2014;2014;12/08/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR11;1;1;0;0;0;0;3010,08;0,00
535160026452013;SCO;Ativo;Recursal;Recursal;30/04/2013;2013;30/04/2013;2013;27/10/2013;2013;;;;;PADO: Direitos do Consumidor - STFC;TELEFÔNICA;SERVICO TELEFONICO FIXO COMUTADO;SPADO;CODI;0;3;0;0;0;0;20293692,08;20293692,08
535000098392013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;11/07/2014;2014;07/01/2015;2015;23/11/2015;2015;23/11/2015;2015;PADO: Home Passed;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COUN;0;3;0;0;1;1;66148,16;66148,16
535000098382013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;10/07/2014;2014;06/01/2015;2015;06/11/2015;2015;06/11/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COUN;0;3;0;0;0;0;70317,28;70317,28
535000099872013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;02/07/2014;2014;29/12/2014;2014;01/09/2017;2017;01/09/2017;2017;PADO: Home Passed;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COUN;0;3;0;0;1;1;150442,96;150442,96
535000098372013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;02/07/2014;2014;29/12/2014;2014;15/06/2015;2015;15/06/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COUN;1;1;1;0;0;0;4011,80;0,00
535000099862013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;03/09/2013;2013;02/03/2014;2014;16/07/2015;2015;16/07/2015;2015;PADO: Carregamento de Canais - SeAC;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COGE;1;1;1;0;0;0;10210,26;0,00
535000099822013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;29/08/2013;2013;25/02/2014;2014;16/07/2015;2015;16/07/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COGE;1;1;1;0;0;0;4264,80;0,00
535000099852013;SCO;Ativo;Recursal;Recursal;29/04/2013;2013;28/08/2013;2013;24/02/2014;2014;;;;;PADO: Planos de Serviço - SeAC;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COGE;0;3;0;0;0;0;427481,53;427481,53
535360003062013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;29/04/2013;2013;26/10/2013;2013;25/08/2015;2015;25/08/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR06;1;1;0;0;0;1;1740,00;0,00
535360003052013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;29/04/2013;2013;29/04/2013;2013;26/10/2013;2013;19/08/2015;2015;19/08/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR06;0;3;0;0;0;1;550,00;550,00
535000096262013;SCO;Ativo;Recursal;Recursal;26/04/2013;2013;30/08/2014;2014;26/02/2015;2015;;;;;PADO: Oferta de Serviço - SeAC;OI;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COGE;0;3;0;0;0;0;301593,24;301593,24
535000096242013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;26/04/2013;2013;28/08/2013;2013;24/02/2014;2014;03/09/2015;2015;03/09/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;COGE;1;1;0;0;0;0;3567,75;0,00
535000096272013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;26/04/2013;2013;13/08/2013;2013;09/02/2014;2014;25/05/2016;2016;25/05/2016;2016;PADO: Interconexão;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;0;3;0;0;1;1;101885,66;101885,66
535040083272013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;26/04/2013;2013;26/04/2013;2013;23/10/2013;2013;19/04/2016;2016;19/04/2016;2016;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;1;1;4784,15;4784,15
535000096322013;SCO;Ativo;Recursal;Recursal;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;;;PADO: Compromisso de Abrangência;OI;SERVIÇO MOVEL PESSOAL;SPADO;COUN;0;3;0;0;0;0;114802,37;114802,37
535000096342013;SCO;Ativo;Recursal;Recursal;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;;;PADO: Universalização;OI;SERVIÇO MOVEL PESSOAL;SPADO;COUN;0;3;0;0;0;0;1594908,31;1594908,31
535000096372013;SCO;Ativo;Recursal;Recursal;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;;;PADO: Compromisso de Abrangência;TIM;SERVIÇO MOVEL PESSOAL;SPADO;COUN;0;3;0;0;0;0;134834,88;134834,88
535000096352013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;16/02/2018;2018;16/02/2018;2018;PADO: Compromisso de Abrangência;CLARO;SERVIÇO MOVEL PESSOAL;SPADO;COUN;0;3;0;1;0;0;1318394,06;1318394,06
535000096362013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;20/04/2016;2016;20/04/2016;2016;Sem registro de tipologia;CLARO;SERVIÇO MOVEL PESSOAL;SPADO;COUN;1;1;1;0;0;0;493661,72;0,00
535000096382013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;15/08/2018;2018;PADO: Compromisso de Abrangência;TELEFÔNICA;SERVIÇO MOVEL PESSOAL;SPADO;COUN;1;1;1;0;0;0;84101,68;0,00
535000096392013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;08/08/2018;2018;PADO: Universalização;TELEFÔNICA;SERVIÇO MOVEL PESSOAL;SPADO;COUN;1;1;1;0;0;0;1026044,49;0,00
535040083262013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;25/04/2013;2013;22/10/2013;2013;07/12/2015;2015;07/12/2015;2015;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;1;1;451,40;451,40
535320013982013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;25/04/2013;2013;22/10/2013;2013;13/08/2015;2015;13/08/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR06CO;1;1;1;0;0;0;2004,57;0,00
535040090812013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;25/04/2013;2013;22/10/2013;2013;10/08/2015;2015;10/08/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR01;1;1;1;0;0;0;1162,50;0,00
535280025372013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;25/04/2013;2013;25/04/2013;2013;22/10/2013;2013;01/06/2015;2015;01/06/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR11CO;1;1;0;0;0;0;6940,21;0,00
535080051462013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/04/2013;2013;24/04/2013;2013;21/10/2013;2013;12/11/2015;2015;12/11/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR02CO;1;1;0;0;0;0;8214,88;0,00
535080051472013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/04/2013;2013;24/04/2013;2013;21/10/2013;2013;18/08/2015;2015;18/08/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR02CO;1;1;0;0;0;0;2904,59;0,00
535320012992013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/04/2013;2013;24/04/2013;2013;21/10/2013;2013;14/04/2015;2015;14/04/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO061;1;1;0;0;0;0;1500,00;0,00
535040083232013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/04/2013;2013;24/04/2013;2013;21/10/2013;2013;04/08/2014;2014;04/08/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01;0;3;0;0;1;1;7510,08;7510,08
535000112172013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;24/04/2013;2013;24/04/2013;2013;21/10/2013;2013;;;12/12/2017;2017;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO001;1;2;0;0;0;0;2640,00;2199,06
535420012912013;SFI;Ativo;Decisória;Decisória;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;;;;;PADO: Licenciamento de Estação;TELEFÔNICA;SERVIÇO MOVEL PESSOAL;SPADO;UO073;1;1;1;0;0;0;3750,00;0,00
535200014272013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;24/10/2018;2018;24/10/2018;2018;PADO: Obstrução à Fiscalização;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;UO031FI;0;3;0;0;0;0;110250,00;110250,00
535240032722013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;11/09/2015;2015;11/09/2015;2015;PADO: Não Outorgado - Serviço e Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR04CO;0;3;0;0;1;1;5452,40;5452,40
535280025362013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;20/03/2015;2015;20/03/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;1;0;0;0;5777,73;0,00
535280025092013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;24/11/2014;2014;24/11/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;0;3;0;0;1;1;2031,31;2031,31
535540014112013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;23/04/2013;2013;23/04/2013;2013;20/10/2013;2013;17/09/2013;2013;17/09/2013;2013;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08;1;1;0;0;0;1;3656,36;0,00
535000092202013;SCO;Ativo;Recursal;Recursal;22/04/2013;2013;29/04/2013;2013;26/10/2013;2013;;;;;PADO: Direitos do Consumidor - SCM;TIM;SERVIÇO MOVEL PESSOAL;SPADO;CODI;0;3;0;0;0;0;821964,34;821964,34
535240030202013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/04/2013;2013;22/04/2013;2013;19/10/2013;2013;18/01/2016;2016;18/01/2016;2016;Sem registro de tipologia;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;CODI;1;1;1;0;0;0;4914,72;0,00
535630006972014;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;22/04/2013;2013;22/04/2013;2013;19/10/2013;2013;18/09/2017;2017;18/09/2017;2017;PADO: Certificação de Produtos;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR09CO;1;2;0;0;0;0;500,00;125,00
535200018652013;SCO;Ativo;Recursal;Recursal;19/04/2013;2013;19/04/2013;2013;16/10/2013;2013;;;;;PADO: Universalização;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COUN;0;3;0;0;0;0;447601,30;447601,30
535200014172013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;19/04/2013;2013;19/04/2013;2013;16/10/2013;2013;29/07/2015;2015;29/07/2015;2015;Sem registro de tipologia;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;GR03CO;1;1;1;0;0;0;41250,00;0,00
535660006992013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;19/04/2013;2013;19/04/2013;2013;16/10/2013;2013;19/08/2013;2013;19/08/2013;2013;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR09;1;1;0;0;0;0;4062,62;0,00
535000090832013;SCO;Ativo;Recursal;Recursal;18/04/2013;2013;18/04/2013;2013;15/10/2013;2013;;;;;PADO: Direitos do Consumidor - STFC;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;CODI;0;3;0;0;0;0;7423139,62;7423139,62
535040077502013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/04/2013;2013;18/04/2013;2013;15/10/2013;2013;09/11/2015;2015;09/11/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;CODI;1;1;1;0;0;0;330,00;0,00
535200014182013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/04/2013;2013;18/04/2013;2013;15/10/2013;2013;29/07/2015;2015;29/07/2015;2015;Sem registro de tipologia;OUTROS;SERVICO TELEFONICO FIXO COMUTADO;SPADO;GR03CO;1;1;0;0;0;0;892,50;0,00
535240030112013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/04/2013;2013;18/04/2013;2013;15/10/2013;2013;30/07/2014;2014;30/07/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR04;1;1;0;0;0;0;1837,50;0,00
535570003892013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;18/04/2013;2013;18/04/2013;2013;15/10/2013;2013;19/09/2013;2013;19/09/2013;2013;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08;1;1;0;0;0;0;440,00;0,00
535000089532013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/04/2013;2013;29/04/2013;2013;26/10/2013;2013;01/11/2017;2017;01/11/2017;2017;PADO: Obrigações Legais e Contratuais;NEXTEL;SERVIÇO MOVEL PESSOAL;SPADO;CODI;1;1;1;0;0;0;280208,52;0,00
535080051452013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/04/2013;2013;17/04/2013;2013;14/10/2013;2013;13/07/2017;2017;13/07/2017;2017;PADO: Irregularidade Técnica;CLARO;SERVIÇO MOVEL PESSOAL;SPADO;GR02CO;1;1;1;0;0;0;11081,88;0,00
535040075622013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/04/2013;2013;17/04/2013;2013;14/10/2013;2013;29/03/2016;2016;29/03/2016;2016;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;1;1;1;0;0;0;4009,12;0,00
535080051272013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/04/2013;2013;17/04/2013;2013;14/10/2013;2013;11/05/2015;2015;11/05/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR02CO;1;1;1;0;0;0;825,00;0,00
535240030102013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;17/04/2013;2013;17/04/2013;2013;14/10/2013;2013;30/07/2014;2014;30/07/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR04;1;2;0;0;1;1;1925,00;1195,97
535000090852013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/04/2013;2013;26/04/2013;2013;23/10/2013;2013;22/02/2016;2016;22/02/2016;2016;Sem registro de tipologia;ALGAR;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COUN;1;1;1;0;0;0;7875,00;0,00
535240031672013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/04/2013;2013;16/04/2013;2013;13/10/2013;2013;05/05/2015;2015;05/05/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR04AT;1;1;1;0;0;0;1794,06;0,00
535240030082013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/04/2013;2013;16/04/2013;2013;13/10/2013;2013;01/12/2014;2014;01/12/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR04AT;1;1;1;0;0;0;1509,38;0,00
535040083222013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;16/04/2013;2013;16/04/2013;2013;13/10/2013;2013;12/08/2014;2014;12/08/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;1;1;0;0;0;0;3010,08;0,00
535040066682013;SCO;Ativo;Recursal;Recursal;15/04/2013;2013;15/04/2013;2013;12/10/2013;2013;;;;;PADO: Direitos do Consumidor - SCM;ABRIL;SERVIÇO DE ACESSO CONDICIONADO;SPADO;CODI;0;3;0;0;0;0;9947486,12;9947486,12
535040075582013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;15/04/2013;2013;15/04/2013;2013;12/10/2013;2013;09/01/2017;2017;09/01/2017;2017;PADO: Planos de Serviço - SCM;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;CODI;1;1;0;0;0;0;11417,42;0,00
535480008622013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;26/04/2013;2013;23/10/2013;2013;10/10/2017;2017;10/10/2017;2017;PADO: Irregularidade Técnica e Certificação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO073;1;1;0;0;0;0;4877,40;0,00
535040055692013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;12/04/2013;2013;09/10/2013;2013;03/05/2018;2018;03/05/2018;2018;PADO: Numeração;TIM;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;1;1;1;0;0;0;7645,11;0,00
535040055692013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;12/04/2013;2013;09/10/2013;2013;03/05/2018;2018;03/05/2018;2018;PADO: Numeração;TIM;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;1;1;1;0;0;0;7645,11;0,00
535480008452013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;12/04/2013;2013;09/10/2013;2013;09/01/2015;2015;09/01/2015;2015;Sem registro de tipologia;CLARO;SERVIÇO MOVEL PESSOAL;SPADO;GR07CO;1;1;1;0;0;0;3750,00;0,00
535780008932013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;12/04/2013;2013;09/10/2013;2013;12/12/2014;2014;12/12/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR11;1;1;0;0;0;0;3311,09;0,00
535810002942013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;12/04/2013;2013;12/04/2013;2013;09/10/2013;2013;12/08/2014;2014;12/08/2014;2014;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR11;1;1;0;0;0;0;8050,00;0,00
535540011492013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/04/2013;2013;22/04/2013;2013;19/10/2013;2013;27/09/2013;2013;27/09/2013;2013;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR08;1;1;1;0;0;0;754,20;0,00
535040075612013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;11/04/2013;2013;11/04/2013;2013;08/10/2013;2013;22/05/2015;2015;22/05/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;1;1;2672,75;2672,75
535420012902013;SFI;Ativo;Decisória;Decisória;10/04/2013;2013;10/04/2013;2013;07/10/2013;2013;;;;;PADO: Licenciamento de Estação;TELEFÔNICA;SERVIÇO MOVEL PESSOAL;SPADO;UO073;1;1;1;0;0;0;3750,00;0,00
535280021922013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;10/04/2013;2013;10/04/2013;2013;07/10/2013;2013;21/11/2016;2016;21/11/2016;2016;PADO: Não Outorgado - Radiofrequência;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR05CO;1;1;0;0;0;0;1196,28;0,00
535040079872013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;10/04/2013;2013;10/04/2013;2013;07/10/2013;2013;19/04/2016;2016;19/04/2016;2016;PADO: Descumprimento de Determinação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;0;3;0;0;1;1;55000,00;55000,00
535160023302013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;10/04/2013;2013;10/04/2013;2013;07/10/2013;2013;15/05/2015;2015;15/05/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR03CO;0;3;0;0;1;1;440,00;440,00
535480008612013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;09/04/2013;2013;09/04/2013;2013;06/10/2013;2013;07/03/2016;2016;07/03/2016;2016;PADO: Licenciamento de Estação;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;UO073;0;3;0;0;1;1;2798,70;2798,70
535040059592013;SCO;Ativo;Recursal;Recursal;08/04/2013;2013;10/04/2013;2013;07/10/2013;2013;;;;;PADO: Interconexão;TIM;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;0;3;0;0;0;0;2529616,14;2529616,14
535040059592013;SCO;Ativo;Recursal;Recursal;08/04/2013;2013;10/04/2013;2013;07/10/2013;2013;;;;;PADO: Interconexão;TIM;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;0;3;0;0;0;0;2529616,14;2529616,14
535200012012013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;08/04/2013;2013;08/04/2013;2013;05/10/2013;2013;11/01/2018;2018;11/01/2018;2018;PADO: Obrigações Legais e Contratuais;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;COGE;0;3;0;0;1;0;47880,00;47880,00
535240025872013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;08/04/2013;2013;08/04/2013;2013;05/10/2013;2013;21/12/2015;2015;21/12/2015;2015;PADO: Descumprimento de Determinação;OI;SERVIÇO DE ACESSO CONDICIONADO;SPADO;CODI;1;1;1;0;0;0;29080,12;0,00
535390003792013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;08/04/2013;2013;08/04/2013;2013;05/10/2013;2013;09/07/2015;2015;09/07/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR06;1;1;0;0;0;0;6380,00;0,00
535690008682013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;06/04/2013;2013;06/04/2013;2013;03/10/2013;2013;19/01/2015;2015;19/01/2015;2015;Sem registro de tipologia;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR10FI2;1;1;0;0;0;0;5345,49;0,00
535000079242013;SCO;Ativo;Recursal;Recursal;05/04/2013;2013;12/04/2013;2013;09/10/2013;2013;;;;;PADO: Portabilidade Numérica;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;COGE;0;3;0;0;0;0;152577,89;152577,89
535040057422013;SCO;Encerrado;Trânsito em Julgado;Trânsito em Julgado;05/04/2013;2013;05/04/2013;2013;02/10/2013;2013;13/04/2016;2016;13/04/2016;2016;PADO: Descumprimento de Determinação;OUTROS;SERVIÇO DE ACESSO CONDICIONADO;SPADO;CODI;0;3;0;0;0;0;6182,74;6182,74
535040075572013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;05/04/2013;2013;05/04/2013;2013;02/10/2013;2013;03/05/2016;2016;03/05/2016;2016;Sem registro de tipologia;OUTROS;SERVIÇO MOVEL PESSOAL;SPADO;GR01FI4;0;3;0;0;1;1;3000,00;3000,00
535630003352013;SFI;Ativo;Recursal;Recursal;04/04/2013;2013;04/04/2013;2013;01/10/2013;2013;;;;;PADO: Obstrução à Fiscalização;OI;SERVICO TELEFONICO FIXO COMUTADO;SPADO;GR09CO;0;3;0;0;0;0;672280,00;672280,00
535040077462013;SFI;Encerrado;Trânsito em Julgado;Trânsito em Julgado;04/04/2013;2013;04/04/2013;2013;01/10/2013;2013;07/04/2017;2017;07/04/2017;2017;PADO: Não Outorgado - Serviço;OUTROS;SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA;SPADO;GR01FI4;1;1;0;0;0;0;5345,49;0,00
